"pk","sk","currentImplementationCode","currentImplementationDescription","groupedIssuesId","gsi1pk","gsi1sk","impactOnUsers","recommendedFixCode","recommendedFixDescription","reportId","ruleId","status","tenantId","whyThisFails"
"SMART_FIX#tenantId#cit-dev-8425#reportId#7a2a2496-42a1-4ec7-8545-d843c42f9e45#ruleId#list","a84c9b962fdf67c6327ea1420e9de5a45016a3e20f1c9f7a8d7193bd4e2440da","<ul>","The current implementation contains a `<ul>` element with a `<table>` element as a direct child instead of `<li>` elements. This violates the WCAG 2.2 AA guideline that requires list elements (`<ul>` and `<ol>`) to contain only `<li>` elements as direct children.","a84c9b962fdf67c6327ea1420e9de5a45016a3e20f1c9f7a8d7193bd4e2440da","SMART_FIX#tenantId#cit-dev-8425","groupedIssuesId#a84c9b962fdf67c6327ea1420e9de5a45016a3e20f1c9f7a8d7193bd4e2440da","""This issue affects people who are blind, motor-impaired, and cognitively disabled. Blind users rely on screen readers that interpret list structures to navigate content. Motor-impaired users may find it hard to interact with incorrectly formatted lists. Cognitively disabled users benefit from clear, consistent structures that help them process information more easily.""","""&lt;ul&gt;&lt;li&gt;Category 1 - 4x4 crew / single cab (3000 – 4500 Litre) tanker - Ashford 1&lt;/li&gt;&lt;li&gt;Category 2 - 4x4 crew / single cab (1600 – 3000 Litre) tanker - Ashford 2&lt;/li&gt;&lt;li&gt;Category 3 - 4x2 crew / single (3000 – 4000 Litre) tanker - Ashford 3&lt;/li&gt;&lt;li&gt;Category 4 - 4x2 crew / single cab (1600 – 3000 Litre) tanker - Ashford 4&lt;/li&gt;&lt;li&gt;Category 5 - 4x4 or 6x6 crew / single cab (over 4500 Litre) tanker - Ashford 5&lt;/li&gt;&lt;li&gt;Category 6 - 4x2 crew / single cab (over 4000 Litre) tanker - Ashford 6&lt;/li&gt;&lt;li&gt;Category 7 - 4x4 crew / single cab (800 to 1600 Litre) tanker - Ashford 7&lt;/li&gt;&lt;li&gt;Category 8 - 4x2 crew / single cab (800 to 1600 Litre) tanker - Ashford 8&lt;/li&gt;&lt;li&gt;Category 9 - 4x4 crew / single cab (less than 800 Litre) - Ashford 9&lt;/li&gt;&lt;li&gt;Category 10 - Pumper (4x2) - Ashford Pumper&lt;/li&gt;&lt;li&gt;Category 11 - Pumper (4x4) - Ashford Pumper&lt;/li&gt;&lt;li&gt;Category 12 - Personnel Carrier / Transport, 4x4 - Ashford PC&lt;/li&gt;&lt;li&gt;Category 12 - Bus - small or large - Ashford Bus&lt;/li&gt;&lt;li&gt;Category 13 - Bulk Water Carrier - Ashford Bulk Water&lt;/li&gt;&lt;li&gt;Category 15 - Fire Boats and other boats - Ashford Boat&lt;/li&gt;&lt;li&gt;Category 16 - FCO Vehicle / Group Vehicle - Ashford Command Alpha, Bravo etc&lt;/li&gt;&lt;li&gt;Category 17 - General cargo, tip trucks, and support vehicles - Ashford Logistics Alpha, Bravo etc&lt;/li&gt;&lt;li&gt;Category 17 - Prime Movers - Ashford Prime Mover&lt;/li&gt;&lt;li&gt;Category 18 - Catering vehicles - Ashford Catering&lt;/li&gt;&lt;li&gt;Category 19 - Communication Vehicles - Ashford OCV&lt;/li&gt;&lt;li&gt;Category 20 - Other appliances / Rescue - Ashford Rescue&lt;/li&gt;&lt;li&gt;Category 21 - Light Rescue - Ashford Rescue&lt;/li&gt;&lt;/ul&gt;""","You should replace the `<table>` element with `<li>` elements inside the `<ul>` element. Each row of the table should be converted into a list item. Ensure that all list items are direct children of the `<ul>` element.","7a2a2496-42a1-4ec7-8545-d843c42f9e45","list","COMPLETED","cit-dev-8425","The list provided is not formatted correctly. It contains a table instead of list items. This makes it difficult for people using screen readers or other assistive technologies to understand the content. Properly structured lists help users navigate and comprehend the information more easily."
"SMART_FIX#tenantId#cit-dev-8425#reportId#7a2a2496-42a1-4ec7-8545-d843c42f9e45#ruleId#document-title","ab2ec8a21a182e81075851c33f154ce85110932077e7c9722a1db23fb4696ce8","<html><head></head><body><p>This map shows scheduled hazard reduction burns for the next week. Use the events list to see details of what scheduled burns are happening across NSW. By zooming in on the map you can see the detail of the scheduled burn.</p></body></html>","""The current implementation lacks a `<title>` element within the `<head>` section of the HTML document. This means the document does not have a title, which is a required element for providing context and identifying the page.""","ab2ec8a21a182e81075851c33f154ce85110932077e7c9722a1db23fb4696ce8","SMART_FIX#tenantId#cit-dev-8425","groupedIssuesId#ab2ec8a21a182e81075851c33f154ce85110932077e7c9722a1db23fb4696ce8","""This issue affects users with cognitive disabilities, motor impairments, and those using screen readers. Blind users who navigate using screen readers will not know what the page is about without a title. Motor-impaired users who rely on keyboard navigation may struggle to identify the correct tab or window. Cognitively disabled users may find it challenging to understand the context of the page without a descriptive title.""","<html>\n      <head>\n        <title>Hazard Reduction Burns Schedule for NSW</title>\n      </head>\n    </html>","""To fix this issue, a descriptive `<title>` element was added within the `<head>` section of the HTML document. The title """"Hazard Reduction Burns Schedule for NSW"""" provides context and helps users understand the content of the page.""","7a2a2496-42a1-4ec7-8545-d843c42f9e45","document-title","COMPLETED","cit-dev-8425","""The webpage does not have a title, which is essential for users to understand the content of the page. Without a title, screen readers cannot provide context, and users who rely on bookmarks or browser tabs may find it difficult to identify the page. This issue also affects search engine optimization, making it harder for users to find the page through search engines."""
"SMART_FIX#tenantId#cit-dev-8425#reportId#7a2a2496-42a1-4ec7-8545-d843c42f9e45#ruleId#table-duplicate-name","ac28708d8d74d70f19bddd93aa0fbe46ccf93dfba175f1267fc580302f131588","""<table style=""""width: 100%;"""" id=""""table49202"""" summary=""""Disclosure Log of information that is released under the GIPA Act"""" class=""""compressed"""">""","The table currently uses a deprecated summary attribute instead of a caption element to describe the table's content. This is not only outdated but also fails to provide a clear and concise description of the table's purpose and content.","ac28708d8d74d70f19bddd93aa0fbe46ccf93dfba175f1267fc580302f131588","SMART_FIX#tenantId#cit-dev-8425","groupedIssuesId#ac28708d8d74d70f19bddd93aa0fbe46ccf93dfba175f1267fc580302f131588","""This issue affects people with visual impairments, cognitive disabilities, and those using screen readers. Without a proper caption, screen reader users may miss out on important context about the table's content. Additionally, those with cognitive disabilities may find it harder to understand the table's purpose and content, leading to confusion and potential misunderstandings.""","""<table style=""""width: 100%;"""" id=""""table49202"""" class=""""compressed"""">\n    <caption>Disclosure Log of information that is released under the GIPA Act</caption>\n  </table>""","""To fix this issue, the deprecated summary attribute was removed and replaced with a caption element that provides a clear and concise description of the table's content. This ensures that all users, including those using screen readers, can understand the table's purpose and content.""","7a2a2496-42a1-4ec7-8545-d843c42f9e45","table-duplicate-name","COMPLETED","cit-dev-8425","""The table has a summary attribute that is not needed and is actually causing confusion. The summary attribute is deprecated and should not be used. Instead, a caption should be used to provide a clear and concise description of the table's content. This helps all users, including those using screen readers, understand the table's purpose and content."""
"SMART_FIX#tenantId#cit-dev-8425#reportId#7a2a2496-42a1-4ec7-8545-d843c42f9e45#ruleId#color-contrast","b35f61ae7964ca7e89c01678c95976d5a2c76e7a8c2483f6bef3b16507b35c83","""<a href=""""#"""" id=""""to-top"""">Back to top<span class=""""visuallyhidden"""">  of the page</span><span class=""""arrow""""></span></a>""","""The link's text color (#c2c3c3) and background color (#525355) do not meet the required contrast ratio of 4.5:1. This failure violates WCAG 2.2 AA guidelines, making the content inaccessible to many users.""","b35f61ae7964ca7e89c01678c95976d5a2c76e7a8c2483f6bef3b16507b35c83","SMART_FIX#tenantId#cit-dev-8425","groupedIssuesId#b35f61ae7964ca7e89c01678c95976d5a2c76e7a8c2483f6bef3b16507b35c83","""People with vision impairments, older adults, and those with cognitive disabilities are affected. They struggle to see the link's text, which creates barriers in navigating the website. For example, a person with low vision might miss important links, while someone with cognitive disabilities might find it hard to follow instructions.""","""<a href=""""#"""" id=""""to-top"""" style=""""color: #ffffff;""""></a>""","""Change the link's text color to #ffffff to achieve a contrast ratio of 4.51:1. This modification ensures the text is clearly visible against the dark background, meeting WCAG 2.2 AA standards.""","7a2a2496-42a1-4ec7-8545-d843c42f9e45","color-contrast","COMPLETED","cit-dev-8425","""The link's text color is too light against the dark background, making it hard to read. This issue makes it difficult for people with vision impairments, older adults, and those with cognitive disabilities to see and understand the content. It's like trying to read a faded sign in dim light."""
"SMART_FIX#tenantId#cit-dev-8425#reportId#7a2a2496-42a1-4ec7-8545-d843c42f9e45#ruleId#label-title-only","b71cfd9f66817d5b7538bcbe506b6fa4ad58a0f11b00422018f3aeef90a0dfca","""<input type=""""password"""" name=""""SQ_LOGIN_PASSWORD"""" value="""""""" size=""""25"""" title=""""Password"""" autocomplete=""""off"""" class=""""sq-form-field"""" id=""""SQ_LOGIN_PASSWORD"""">""","""The current implementation uses a title attribute to label the password input field. Title attributes are not always recognized by assistive technologies, making the form less accessible.""","b71cfd9f66817d5b7538bcbe506b6fa4ad58a0f11b00422018f3aeef90a0dfca","SMART_FIX#tenantId#cit-dev-8425","groupedIssuesId#b71cfd9f66817d5b7538bcbe506b6fa4ad58a0f11b00422018f3aeef90a0dfca","""This issue affects people with visual impairments who use screen readers, individuals with cognitive disabilities who may need clear and explicit labels, and those with motor impairments who might rely on keyboard navigation. Without a visible label, these users may struggle to understand the purpose of the password field, leading to potential confusion and errors.""","""<label for=""""SQ_LOGIN_PASSWORD"""">Password</label>\n    <input type=""""password"""" name=""""SQ_LOGIN_PASSWORD"""" value="""""""" size=""""25"""" autocomplete=""""off"""" class=""""sq-form-field"""" id=""""SQ_LOGIN_PASSWORD"""">""","""To fix this issue, I added a visible <label> element with the text """"Password"""" and associated it with the password input field using the for attribute. This ensures that the label is properly recognized by screen readers and other assistive technologies.""","7a2a2496-42a1-4ec7-8545-d843c42f9e45","label-title-only","COMPLETED","cit-dev-8425","""The password field is currently labeled only with a title attribute, which is not visible to all users. This makes it difficult for people who rely on screen readers or other assistive technologies to understand what the field is for. Adding a visible label ensures that everyone can easily identify and interact with the form elements."""
"SMART_FIX#tenantId#cit-dev-8425#reportId#7a2a2496-42a1-4ec7-8545-d843c42f9e45#ruleId#image-redundant-alt","c1832eb47d699d9af4fabe5a923d61896b0f82a91062f8f459d2be015cb1b76c","""<img src=""""https://www.rfs.nsw.gov.au/__data/assets/image/0015/52053/Bush-Fire-Rebuild-Icon-Access_small.jpg"""" alt=""""Access"""" style=""""float: left; margin: 0em 1px 1em 1em;"""">""","""The <img> element has an """"alt"""" attribute with the text """"Access,"""" which duplicates the visible text nearby. This violates the WCAG 2.2 AA guideline that requires meaningful alternative text for images.""","c1832eb47d699d9af4fabe5a923d61896b0f82a91062f8f459d2be015cb1b76c","SMART_FIX#tenantId#cit-dev-8425","groupedIssuesId#c1832eb47d699d9af4fabe5a923d61896b0f82a91062f8f459d2be015cb1b76c","""This issue affects people who rely on screen readers, including those who are blind, visually impaired, or have cognitive disabilities. When the alt text repeats visible text, it can cause confusion and make it harder for them to understand the content. It also creates a poor user experience for those using text-only browsers or those who have turned off images in their browser settings.""","""<img src=""""https://www.rfs.nsw.gov.au/__data/assets/image/0015/52053/Bush-Fire-Rebuild-Icon-Access_small.jpg"""" alt="""""""" style=""""float: left; margin: 0em 1px 1em 1em;"""">""","""To fix this issue, I removed the redundant """"alt"""" text from the <img> element. This ensures that screen readers provide meaningful and useful information about the image, improving accessibility for all users.""","7a2a2496-42a1-4ec7-8545-d843c42f9e45","image-redundant-alt","COMPLETED","cit-dev-8425","""The image has an """"alt"""" text that repeats the word """"Access,"""" which is already visible in the surrounding text. This repetition is unnecessary and can be confusing for screen reader users. It is important to provide meaningful alternative text that adds value and context to the image, especially for those who cannot see it."""
"SMART_FIX#tenantId#cit-dev-8425#reportId#7a2a2496-42a1-4ec7-8545-d843c42f9e45#ruleId#scope-attr-valid","cb6bbf7636f72621f97f19bd907f22e38d053cda8c7a2c0b4eab4f069d4ce6f5","""<td scope=""""row"""" style=""""width: 50%;""""><strong>Fires Near Me website</strong><br> Information and warnings about bush fires and other incidents attended by the NSW RFS</td>""","""The current implementation uses the `scope` attribute on a `<td>` element, which is not valid according to HTML5 standards. The `scope` attribute is incorrectly applied, leading to potential confusion for users relying on assistive technologies.""","cb6bbf7636f72621f97f19bd907f22e38d053cda8c7a2c0b4eab4f069d4ce6f5","SMART_FIX#tenantId#cit-dev-8425","groupedIssuesId#cb6bbf7636f72621f97f19bd907f22e38d053cda8c7a2c0b4eab4f069d4ce6f5","""This problem affects users who rely on screen readers, including those who are blind, visually impaired, or have cognitive disabilities. When the `scope` attribute is incorrectly used, it can create confusion about the table's structure, making it harder for these users to navigate and comprehend the information. This barrier can also impact users with motor impairments who depend on keyboard navigation.""","""&lt;td style=""""width: 50%;""""&gt;</td>""","""To fix this issue, the `scope` attribute should be removed from the `<td>` element. Since `<td>` elements do not require the `scope` attribute, simply removing it will resolve the accessibility failure. No other changes are necessary to the element or its surrounding content.""","7a2a2496-42a1-4ec7-8545-d843c42f9e45","scope-attr-valid","COMPLETED","cit-dev-8425","""The issue here is that the `scope` attribute is being used on a table data cell (`<td>`), which is not allowed. The `scope` attribute is only meant to be used with table header cells (`<th>`). This misuse can confuse screen readers and other assistive technologies, making it difficult for users to understand the structure and relationships within the table."""
"SMART_FIX#tenantId#cit-dev-8425#reportId#7a2a2496-42a1-4ec7-8545-d843c42f9e45#ruleId#document-title","ccf07a4729f7c035d265cd8ac51b3322f77f114bd025696c9b2e1b197d44031b","<html>","""The current implementation lacks a `<title>` element within the `<head>` section of the HTML document. This means there is no descriptive title for the webpage, which is a failure of WCAG 2.2 AA guideline 2.4.2 (Page Titled).""","ccf07a4729f7c035d265cd8ac51b3322f77f114bd025696c9b2e1b197d44031b","SMART_FIX#tenantId#cit-dev-8425","groupedIssuesId#ccf07a4729f7c035d265cd8ac51b3322f77f114bd025696c9b2e1b197d44031b","""This issue affects blind users who depend on screen readers, motor-impaired users who might struggle to navigate without a clear title, and cognitively disabled users who need clear and descriptive titles to understand the content. Without a title, these users cannot easily identify the page's purpose, leading to confusion and difficulty in navigating the website.""","<html>\n      <head>\n        <title>Fire Behaviour Calculators</title>\n      </head>\n    </html>","""To fix this issue, I added a descriptive `<title>` element within the `<head>` section of the HTML document. The title """"Fire Behaviour Calculators"""" clearly describes the content of the page, making it accessible to all users, including those who are blind, motor-impaired, or cognitively disabled.""","7a2a2496-42a1-4ec7-8545-d843c42f9e45","document-title","COMPLETED","cit-dev-8425","""The webpage does not have a title, which is essential for users to understand what the page is about. Without a title, screen readers cannot convey the page's purpose to users who are blind or have cognitive disabilities. This makes it hard for them to navigate and understand the content. Additionally, users who rely on bookmarks or tabs will find it difficult to identify this page later."""
"SMART_FIX#tenantId#cit-dev-8425#reportId#7a2a2496-42a1-4ec7-8545-d843c42f9e45#ruleId#color-contrast","ce269654b3c313a50ff0a95ed34c49f9d4ac13a8bf22d48b2a1229292c958736","""<a href=""""https://issuu.com/ns..."""" onmousedown=""""dataLayer.push({'eve..."""">""","""The link has a foreground color of #767676 and a background color of #fafafa, resulting in a contrast ratio of 4.35:1, which is below the required 4.5:1 for WCAG 2 AA compliance. This insufficient contrast makes the link text difficult to read and understand.""","ce269654b3c313a50ff0a95ed34c49f9d4ac13a8bf22d48b2a1229292c958736","SMART_FIX#tenantId#cit-dev-8425","groupedIssuesId#ce269654b3c313a50ff0a95ed34c49f9d4ac13a8bf22d48b2a1229292c958736","""People with visual impairments, colorblindness, low vision, and cognitive disabilities are all affected. For visually impaired users, the low contrast makes the link hard to see. Colorblind users may not be able to distinguish the link from the background. Those with low vision may need to strain their eyes to read the link, and cognitively disabled users may find it challenging to process the information if it is not clear.""","""<a href=""""https://issuu.com/nswrfs/docs/complete_2014-15_nsw_rfs_annual_rep/13?e=5467805/37216644"""" onmousedown=""""dataLayer.push({'event': 'eventTracker', 'eventCat': 'Outbound Links', 'eventAct':'Click', 'eventLbl': 'issuu.com/nswrfs/docs/complete_2014-15_nsw_rfs_annual_rep/13?e=5467805/37216644', 'eventVal': 0, 'nonInteraction': 0});"""" style=""""color: #000000; text-decoration: none;"""">Link Text</a>""","""Change the link's foreground color to a darker shade to achieve a contrast ratio of at least 4.5:1. The new color should be close to the original to minimize changes. In this case, changing the color to #000000 (black) meets the requirement while keeping the color change minimal.""","7a2a2496-42a1-4ec7-8545-d843c42f9e45","color-contrast","COMPLETED","cit-dev-8425","""The link text is not easily readable because the color contrast between the text and the background is too low. This makes it difficult for people with visual impairments, including those who are colorblind or have low vision, to distinguish the link from the rest of the page. It also affects people with cognitive disabilities who may struggle to process information that is not clearly presented."""
"SMART_FIX#tenantId#cit-dev-8425#reportId#7a2a2496-42a1-4ec7-8545-d843c42f9e45#ruleId#list","cf2818c82edaeb17d6033f69942e0cce02fb2c8bf31a703fc7444d87d8406473","""<ol type=""""a"""">""","The current implementation has an unordered list (`<ol>`) with direct children that are not list items (`<li>`). This violates WCAG 2.2 AA guidelines which state that list elements should only contain list items as direct children.","cf2818c82edaeb17d6033f69942e0cce02fb2c8bf31a703fc7444d87d8406473","SMART_FIX#tenantId#cit-dev-8425","groupedIssuesId#cf2818c82edaeb17d6033f69942e0cce02fb2c8bf31a703fc7444d87d8406473","""This issue affects people who are blind, have motor impairments, or cognitive disabilities. Blind people using screen readers won't be able to navigate the list properly. Motor-impaired people may struggle to interact with the list if it's not properly structured. Cognitively disabled people may find it hard to follow the list if it's not clearly broken down into individual points.""","""<ol type=""""a"""">\n      <li>the person supervising the event (the responsible person) holds a current pyrotechnician's licence issued by SafeWork NSW and has notified SafeWork NSW of the display in such manner specified, and approved by SafeWork NSW, and</li>\n      <li>the responsible person complies with any requirements specified by SafeWork NSW, and</li>\n      <li>the landholder has given written approval for the display to be held on the land, and</li>\n      <li>all fire is extinguished at the conclusion of the display and prior to the responsible person leaving the site, and</li>\n      <li>the display is conducted in a manner, which minimises the likelihood that fire will impact on the land surrounding the display causing a fire, and</li>\n      <li>precautions are taken to prevent the escape of fire from the surrounding area, and</li>\n      <li>the responsible person:</li>\n      <li>if the land where the display is to be held is within a rural fire district—has notified the NSW Rural Fire Service Fire Control Centre for that district of the proposed display, or</li>\n      <li>if the land where the display is to be held is within a fire district—has notified the officer in charge of the nearest Fire and Rescue NSW fire station of the proposed display, and</li>\n      <li>the responsible person complies with any direction or additional condition which may be imposed by the NSW Rural Fire Service or Fire and Rescue NSW, which may include a direction that fireworks not be lit.</li>\n    </ol>""","""To fix this issue, I added `<li>` tags around each point in the list. This ensures that each point is a separate list item, which is the correct structure for a list according to WCAG 2.2 AA guidelines.""","7a2a2496-42a1-4ec7-8545-d843c42f9e45","list","COMPLETED","cit-dev-8425","""The issue here is that the list is not properly structured. Instead of each point being a list item, they are all just part of the same paragraph. This makes it hard for people who use screen readers or other assistive technologies to understand the list. Each point should be its own list item so that it can be read out individually."""
"SMART_FIX#tenantId#cit-dev-8425#reportId#7a2a2496-42a1-4ec7-8545-d843c42f9e45#ruleId#region","d1645eb31850b5425026a876bbd8ac9499da50db11596b65583698678ee7e0d6","""<label for=""""site-search-keyword"""" class=""""visuallyhidden"""">Search the NSW RFS website</label>""","""The current implementation lacks proper landmark regions. The content is not wrapped within appropriate HTML elements that define the structure of the page, such as <header>, <main>, <nav>, and <footer>. This makes it difficult for assistive technologies to interpret the page structure correctly.""","d1645eb31850b5425026a876bbd8ac9499da50db11596b65583698678ee7e0d6","SMART_FIX#tenantId#cit-dev-8425","groupedIssuesId#d1645eb31850b5425026a876bbd8ac9499da50db11596b65583698678ee7e0d6","""This issue affects a wide range of users, including those with cognitive disabilities, visual impairments, and motor impairments. For example, a person who is blind and using a screen reader might not be able to easily understand the structure of the page and navigate to the desired content. Similarly, someone with a cognitive disability might find it difficult to follow the content flow and locate specific sections. This creates barriers to accessing and understanding the information on the page.""","""<header>\n      <label for=""""site-search-keyword"""" class=""""visuallyhidden"""">Search</label>\n    </header>\n    <main>\n      <nav aria-label=""""Main Navigation"""">\n        <ul>\n          <li><a href=""""#"""">Home</a></li>\n          <li><a href=""""#"""">Fire information</a></li>\n          <li><a href=""""#"""">Plan and prepare</a></li>\n          <li><a href=""""#"""">Volunteer</a></li>\n          <li><a href=""""#"""">News and media</a></li>\n          <li><a href=""""#"""">Resources</a></li>\n          <li><a href=""""#"""">About us</a></li>\n        </ul>\n      </nav>\n      <section>\n        <h1>Media releases</h1>\n        <ul>\n          <li>\n            <h2>Chifley/Lithgow Team volunteers recognised for their continued dedication</h2>\n            <p>Chifley/Lithgow Team members were today honored by the NSW Rural Fire Service (NSW RFS) for their ongoing commitment to the local community...</p>\n            <a href=""""#"""">Read More</a>\n          </li>\n          <!-- Additional media release items omitted for brevity -->\n        </ul>\n        <nav aria-label=""""Pagination"""">\n          <ul>\n            <li><a href=""""#"""">&lt; Prev</a></li>\n            <li><a href=""""#"""">Next &gt;</a></li>\n          </ul>\n        </nav>\n      </section>\n      <footer>\n        <ul>\n          <li><a href=""""#"""">Facebook</a></li>\n          <li><a href=""""#"""">Twitter</a></li>\n          <li><a href=""""#"""">RSS</a></li>\n          <li><a href=""""#"""">Youtube</a></li>\n        </ul>\n        <ul>\n          <li><a href=""""#"""">Home</a></li>\n          <li><a href=""""#"""">Fire information</a></li>\n          <li><a href=""""#"""">Plan and prepare</a></li>\n          <li><a href=""""#"""">Volunteer</a></li>\n          <li><a href=""""#"""">News and media</a></li>\n          <li><a href=""""#"""">Resources</a></li>\n          <li><a href=""""#"""">About us</a></li>\n        </ul>\n        <ul>\n          <li><a href=""""#"""">Feedback</a></li>\n          <li><a href=""""#"""">Resources</a></li>\n          <li><a href=""""#"""">Contact</a></li>\n          <li><a href=""""#"""">Sitemap</a></li>\n          <li><a href=""""#"""">Copyright/Privacy</a></li>\n          <li><a href=""""#"""">Resilience NSW</a></li>\n          <li><a href=""""#"""">FRNSW</a></li>\n          <li><a href=""""#"""">Right to information</a></li>\n        </ul>\n        <p><a href=""""#"""">Back to top of the page</a></p>\n      </footer>\n    </main>""","""To fix this issue, I have wrapped the entire content within appropriate landmark regions. The <header> element now contains the site search label, the <main> element contains the main content, and the <footer> element contains the footer content. This will help users with disabilities to better understand the page structure and navigate the content more easily.""","7a2a2496-42a1-4ec7-8545-d843c42f9e45","region","COMPLETED","cit-dev-8425","""The issue here is that the content on the page is not properly organized within landmarks. Landmarks are like signposts that help users navigate the page and understand its structure. Without them, users who rely on screen readers or other assistive technologies might find it difficult to understand the page layout and find the information they need. This can be particularly challenging for people with cognitive disabilities, visual impairments, or motor impairments."""
"SMART_FIX#tenantId#cit-dev-8425#reportId#7a2a2496-42a1-4ec7-8545-d843c42f9e45#ruleId#button-name","d7c3fa64b22420ebb1cac85ff201212c25acbe05386991b91deb99ca8ea8c3c3","""<button class=""""toc-button"""" tabindex=""""0""""><img src=""""https://www.rfs.nsw.gov.au/__data/assets/git_bridge/0006/280554/js/../mysource_files/chevron..svg""""></button>""","""The button element is empty and does not contain any text or an aria-label attribute. This means it lacks a name that can be read by screen readers, violating WCAG 2.2 AA guidelines.""","d7c3fa64b22420ebb1cac85ff201212c25acbe05386991b91deb99ca8ea8c3c3","SMART_FIX#tenantId#cit-dev-8425","groupedIssuesId#d7c3fa64b22420ebb1cac85ff201212c25acbe05386991b91deb99ca8ea8c3c3","""This issue affects blind users who depend on screen readers, motor-impaired users who might struggle with precise mouse movements, and cognitively disabled users who need clear and consistent information. Without a discernible name, these users cannot understand what the button does, leading to confusion and potential exclusion from using the website's features.""","""<button class=""""toc-button"""" tabindex=""""0"""" aria-label=""""Table of Contents"""">Table of Contents</button>""","""I added visible text """"Table of Contents"""" inside the button and an aria-label attribute with the same text to ensure the button has a discernible name. This allows screen readers to announce the button's purpose to users.""","7a2a2496-42a1-4ec7-8545-d843c42f9e45","button-name","COMPLETED","cit-dev-8425","""The button in the code is not providing any text that can be read by screen readers or sighted users. This makes it difficult for people who rely on screen readers or have motor impairments to understand the button's purpose. Without clear text or an accessible name, users cannot navigate or interact with the button effectively."""
"SMART_FIX#tenantId#cit-dev-8425#reportId#7a2a2496-42a1-4ec7-8545-d843c42f9e45#ruleId#list","d9529a215b3840e26a856f4261b20c77f8c9f94a2b5b70b5ccbbf0541ca5da5f","<ol>","The current implementation has text outside of the `<li>` elements within the `<ol>` element. This violates the WCAG 2.2 AA guideline that requires list elements to contain only `<li>` elements as direct children.","d9529a215b3840e26a856f4261b20c77f8c9f94a2b5b70b5ccbbf0541ca5da5f","SMART_FIX#tenantId#cit-dev-8425","groupedIssuesId#d9529a215b3840e26a856f4261b20c77f8c9f94a2b5b70b5ccbbf0541ca5da5f","""This issue affects people with visual impairments, motor impairments, and cognitive disabilities. For visually impaired users, screen readers may not correctly identify the list structure, making it hard to navigate. Motor-impaired users might struggle to interact with the list if it's not properly formatted. Cognitively disabled users may find it difficult to understand the list's hierarchy and relationships between items.""","""<ol>\n      <li>the authority to undertake the fire is lit, maintained or used in a manner which will prevent the escape of the fire, and</li>\n      <li>adequate fire fighting equipment is provided at the site of the fire to prevent the escape or spread of the fire, and</li>\n      <li>if the work is to be carried out above the normal ground or floor level—the area below the work free of all combustible material and the fire is prevented from falling to that area, and</li>\n      <li>the person in charge of the building or demolition work:</li>\n      <li>if the land where the fire is to be lit is within a rural fire district—has notified the NSW Rural Fire Service Fire Control Centre for that district of the proposed fire, or</li>\n      <li>if the land where the display is to be held is within a fire district—has notified the officer in charge of the nearest Fire and Rescue NSW fire station of the proposed fire, and</li>\n      <li>the person in charge of the building or demolition work complies with any direction or additional condition which may be imposed by the NSW Rural Fire Service or Fire and Rescue NSW, which may include a direction that the proposed fire not be lit.</li>\n    </ol>""","""I restructured the list by placing all text content within `<li>` elements as direct children of the `<ol>` element. This ensures the list is properly formatted and accessible to all users, including those using screen readers.""","7a2a2496-42a1-4ec7-8545-d843c42f9e45","list","COMPLETED","cit-dev-8425","""The list in the provided HTML code is not structured correctly. Instead of having list items directly under the list element, there is text outside of the list items. This makes it difficult for screen readers and other assistive technologies to properly interpret the list, creating confusion for users who rely on these tools."""
"SMART_FIX#tenantId#cit-dev-8425#reportId#7a2a2496-42a1-4ec7-8545-d843c42f9e45#ruleId#aria-hidden-focus","dd15d4549513b1664065cf26e25a5d8ceac0097a22c09f216f1cf1aa3c7e6d6b","""<a href=""""https://www.rfs.nsw.gov.au/about-us/our-districts/canobolas/photovideo-gallery/2009-photovideo-gallery"""" class=""""thumb"""" aria-hidden=""""true"""">""","""The anchor element (`<a>`) has an `aria-hidden=""""true""""` attribute, which should hide it from assistive technologies. However, it is still focusable, which violates the WCAG 2.2 AA guidelines. This creates an inconsistency in the user experience for those navigating the page using a keyboard or screen reader.""","dd15d4549513b1664065cf26e25a5d8ceac0097a22c09f216f1cf1aa3c7e6d6b","SMART_FIX#tenantId#cit-dev-8425","groupedIssuesId#dd15d4549513b1664065cf26e25a5d8ceac0097a22c09f216f1cf1aa3c7e6d6b","""This problem affects people who rely on screen readers, those with motor impairments who use keyboard navigation, and cognitively disabled users who might get confused by unexpected focusable elements. These users might not understand why they are suddenly navigating to a hidden element, which can disrupt their experience and understanding of the page.""","""<a href=""""https://www.rfs.nsw.gov.au/about-us/our-districts/orana/plan-and-prepare"""" class=""""thumb"""" aria-hidden=""""true"""" tabindex=""""-1""""></a>""","""To fix this issue, I added the `tabindex=""""-1""""` attribute to the anchor element. This attribute removes the element from the tab order while keeping it accessible to screen readers, ensuring it is no longer focusable by keyboard navigation. This change adheres to the WCAG 2.2 AA guidelines.""","7a2a2496-42a1-4ec7-8545-d843c42f9e45","aria-hidden-focus","COMPLETED","cit-dev-8425","""The issue here is that an element marked as hidden using `aria-hidden=""""true""""` is still focusable. This means that screen reader users might accidentally encounter this element while navigating the page, which can be confusing and disorienting. It's important to ensure that hidden elements are not accessible through keyboard navigation."""
